ticker,publisher_name,title,url,summary,published_at
000660',한국경제,"""한 일 대만이 반도체 중심 美 독자 공급망은 불가능""",https://www.hankyung.com/it/article/2023062810001,"한국과 대만의 반도체 중심 공급망 구축이 미국의 독자적인 공급망 전략에 의해 불가능하다는 내용의 기사로, 이는 SK하이닉스와 같은 한국 반도체 기업들에게 부정적인 영향을 미칠 수 있는 요소로 작용할 수 있다. 이러한 공급망의 불확실성은 주가 변동에 중요한 영향을 미칠 것으로 예상된다.",20230628
000660',한국경제,"""메모리반도체 업황, 바닥 지났다""",https://www.hankyung.com/economy/article/2023062940221,"한국경제는 메모리 반도체 업황이 바닥을 지났다는 분석을 보도하며, 이는 SK하이닉스와 같은 반도체 기업들의 주가에 긍정적인 영향을 미칠 것으로 예상된다. 업황 회복에 대한 기대감이 커지면서 투자자들의 관심이 집중되고 있다.",20230629
000660',머니투데이,"'메이드 인 삼성' HBM으로 세계 거머쥔다 ""반격은 지금""",http://news.moneytoday.co.kr/view/mtview.php?no=2023070313441469680&type=2,"SK하이닉스가 엔비디아와 마이크로소프트, 아마존 등 주요 고객사로부터의 수요 증가로 인해 '반도체 슈퍼을'로 자리매김할 가능성이 높아지고 있다는 소식이 전해졌다. 이는 SK하이닉스의 고대역폭 메모리(HBM)에 대한 기대감을 높이며, 주가에 긍정적인 영향을 미쳤을 것으로 추정된다.",20230703
000660',머니투데이,"삼성 SK 감산효과 D램 가격 하락세 주춤 ""내년부터 회복""",http://news.moneytoday.co.kr/view/mtview.php?no=2023070514180122709&type=2,"SK하이닉스가 전략물자 자율준수 무역에서 'AAA' 등급을 획득했다는 소식이 전해졌다. 이는 회사의 무역 관리 능력이 인정받았음을 의미하며, 향후 글로벌 시장에서의 경쟁력 강화에 긍정적인 영향을 미칠 것으로 예상된다. 이러한 뉴스는 투자자들에게 신뢰를 주어 주가에 긍정적인 영향을 미쳤을 가능성이 높다.",20230705
000660',매일경제,ESG 넘어 DEI 챙겨야 전 세계 ‘열공 중’ [경영전략노트],http://www.mk.co.kr/article/10778729,API 오류로 인해 자동 선택됨,20230706
000660',머니투데이,32개국 1만개 교육기관이 찜한 韓 에듀테크...B2B 공략 본격화,http://news.moneytoday.co.kr/view/mtview.php?no=2023062809245326132&type=2,API 오류로 인해 자동 선택됨,20230707
000660',한국경제,"SK하이닉스, 이천 수처리센터 매각 추진 ""재무건전성 제고""",https://www.hankyung.com/economy/article/202307106012g,"SK하이닉스는 이천 수처리센터를 매각하여 1조 원을 확보할 계획을 발표했다. 이 매각은 회사의 재무 건전성을 개선하고 반도체 투자 재원을 마련하기 위한 전략으로, 시장에서 긍정적인 반응을 이끌어낼 것으로 예상된다.",20230710
000660',한국경제,"저스템 ""OLED 2차전지 장비도 성과낼 것""",https://www.hankyung.com/finance/article/2023071189491,"SK하이닉스는 비공식 투자자 관계(IR) 행사를 개최하며 ""HBM 1위 우리가 지킨다""는 의지를 밝혔습니다. 이는 반도체 업계에서의 경쟁력을 강화하고 시장에서의 신뢰를 높이는 데 기여할 것으로 예상되어 주가에 긍정적인 영향을 미쳤습니다.",20230711
000660',한국경제,"LG화학, 5년만에 외화 EB 발행 조달금리 2.5%p 낮춰",https://www.hankyung.com/economy/article/202307121132r,API 오류로 인해 자동 선택됨,20230712
000660',한국경제,"코스피, 외인 기관 밀어 올렸지만 2600선 돌파는 실패",https://www.hankyung.com/finance/article/2023071341986,"SK하이닉스와 삼성전자의 반도체 실적이 전망치를 웃돌며 시장의 기대감을 높이고 있습니다. 이는 반도체 업계의 바닥을 찍었다는 긍정적인 신호로 해석되며, SK하이닉스의 주가에 긍정적인 영향을 미쳤을 것으로 보입니다.",20230713
000660',이데일리,"[특징주]저스템, SK하닉 습도 제어 공급...애플 비전프로 단독 납품 ‘강세’",http://www.edaily.co.kr/news/newspath.asp?newsid=01748246635674520,"미국 엔비디아의 주가가 사상 최고치를 기록하면서 반도체 업계에 긍정적인 영향을 미쳤고, 이에 따라 삼성전자와 SK하이닉스의 주가도 강세를 보였다. 이 뉴스는 반도체 시장의 회복 기대감을 높이며 SK하이닉스의 주가 상승에 기여한 것으로 분석된다.",20230714
000660',매일경제,“지금 사두면 돈 벌 수 있을 걸”...‘9만전자’ 전망 힘받는 이유는 [MK위클리반도체],http://www.mk.co.kr/article/10790324,API 오류로 인해 자동 선택됨,20230721
000660',한국경제,"S&P ""SK하이닉스 차입금 부담으로 신용등급 유지 여력 충분치 않아""",https://www.hankyung.com/economy/article/202307277729r,S&P는 SK하이닉스의 차입금 부담이 크며 신용등급을 유지할 여력이 충분하지 않다고 발표했다. 이 뉴스는 투자자들에게 SK하이닉스의 재무 건전성에 대한 우려를 불러일으켜 주가에 부정적인 영향을 미쳤을 것으로 추정된다.,20230727
000660',매일경제,국내외 AI 관련주 투자해볼까? 네이버 SK하이닉스 한미반도체 ,http://www.mk.co.kr/article/10795821,API 오류로 인해 자동 선택됨,20230728
000660',한국경제,"美빅테크 앞다퉈 ""HBM 빨리 달라"" 삼성 SK 증설 경쟁",https://www.hankyung.com/economy/article/2023073150971,"미국의 주요 테크 기업들이 고대역폭 메모리(HBM) 수요 증가에 따라 삼성과 SK하이닉스의 증설 경쟁을 촉구하고 있다는 내용이다. 이는 반도체 시장에서 HBM의 중요성이 커지고 있음을 나타내며, SK하이닉스의 주가에 긍정적인 영향을 미칠 것으로 예상된다.",20230731
000660',한국경제,"삼성, 엔비디아에 'HBM 패키징' 공급한다",https://www.hankyung.com/economy/article/2023080179971,"삼성전자가 엔비디아에 HBM(고대역폭 메모리) 패키징을 공급하기로 결정하면서 반도체 시장에서의 경쟁력을 강화하고 있습니다. 이 뉴스는 SK하이닉스와 같은 반도체 기업들에게 긍정적인 영향을 미칠 것으로 예상되며, 주가 변동에 중요한 요인으로 작용했을 가능성이 높습니다.",20230801
000660',매일경제,5년 뒤 8조 시장 발동 거는 AMD에 불붙는 삼성 SK하이닉스 HBM 경쟁,http://www.mk.co.kr/article/10799345,"미국의 신용등급 강등 소식이 국내 증시에 큰 영향을 미쳤으며, 코스피가 2% 하락하고 외국인 투자자들이 대규모 매도에 나섰다는 내용이다. 이로 인해 SK하이닉스와 같은 반도체 주식들도 부정적인 영향을 받으며 주가가 하락세를 보였다.",20230802
000660',매일경제,월가자본 원천차단 中첨단산업 말려죽이기,http://www.mk.co.kr/article/10802700,"월가 자본이 중국의 첨단 산업에 대한 원천 차단을 강화하고 있다는 내용으로, 이는 SK하이닉스와 같은 반도체 기업에 부정적인 영향을 미칠 수 있다. 이러한 외부 요인은 SK하이닉스의 주가 변동에 큰 영향을 미쳤을 것으로 추정된다.",20230807
000660',이데일리,"코스피, 하락 전환해 2600선 하회 반도체 인터넷株↓",http://www.edaily.co.kr/news/newspath.asp?newsid=02361606635705352,"SK하이닉스는 '카눈'의 북상에 따라 삼성과 함께 비상 체제를 가동하며 반도체 생산 시설의 안전과 운영을 강화하고자 하고 있습니다. 이러한 조치는 반도체 산업의 안정성을 높이고, 주가에 긍정적인 영향을 미칠 것으로 예상됩니다.",20230808
000660',이데일리,[코스피 마감]CPI 안도에도 2600선 또 깨져 외인 기관 '팔자',http://www.edaily.co.kr/news/newspath.asp?newsid=02414086635706336,"SK하이닉스는 세계 최고 용량의 모바일용 'LPDDR5X D램'을 양산하기 시작했다고 발표했다. 이 소식은 반도체 시장에서의 경쟁력을 강화하고, 향후 매출 증가에 긍정적인 영향을 미칠 것으로 예상되어 주가에 긍정적인 영향을 미쳤을 것으로 보인다.",20230811
000660',매일경제,‘익절’은 늘 옳다는데 삼성전자의 ASML 지분 매각은? [MK위클리반도체],http://www.mk.co.kr/article/10810187,"삼성전자가 ASML의 지분을 매각한 결정에 대한 논의가 진행되고 있으며, 이로 인해 반도체 산업에 대한 시장의 우려가 커지고 있다. 이러한 결정은 SK하이닉스와 같은 반도체 기업의 주가에 직접적인 영향을 미칠 수 있어, 투자자들의 관심이 집중되고 있다.",20230818
000660',머니투데이,엔비디아 깜짝실적에 SK하닉이 더 크게 웃은 이유,http://news.moneytoday.co.kr/view/mtview.php?no=2023082415360157188&type=2,"엔비디아가 예상치를 크게 웃도는 실적을 발표하면서, SK하이닉스의 주가가 상승하는 긍정적인 영향을 받았다. 엔비디아의 실적 호조는 반도체 산업 전반에 훈풍을 불어넣어 SK하이닉스의 주가를 5% 이상 끌어올리는 데 기여했다.",20230824
000660',매일경제,‘갓비디아’가 삼성 SK 반도체 대박 이끌 3가지 이유 [MK위클리반도체],http://www.mk.co.kr/article/10815002,API 오류로 인해 자동 선택됨,20230825
000660',한국경제,'1초당 10조회 연산' AI 반도체 2030년까지 개발,https://www.hankyung.com/article/2023082989581,"SK하이닉스는 2030년까지 '1초당 10조회 연산'을 수행할 수 있는 AI 반도체를 개발할 계획을 발표했습니다. 이 기술 개발은 반도체 산업의 혁신을 이끌 것으로 기대되며, SK하이닉스의 주가에 긍정적인 영향을 미칠 것으로 보입니다.",20230829
000660',이데일리,"DDR5 가격 올들어 첫 상승 삼성 SK, 고부가제품으로 '업턴 승부수'",http://www.edaily.co.kr/news/newspath.asp?newsid=03362006635712896,"DDR5 메모리 가격이 올해 들어 처음으로 상승세를 보이며, SK하이닉스와 삼성전자가 고부가가치 제품으로 시장에서 경쟁력을 강화하고 있다는 내용이다. 이 뉴스는 반도체 산업의 회복 가능성을 시사하며, SK하이닉스의 주가에 긍정적인 영향을 미쳤을 것으로 추정된다.",20230831
